altitude,id,kioskType,landMark,lastCommunicationTime,latitude,location,longitude,postalCode,stAddress1,stAddress2,stationName,status,statusKey,statusValue,testStation,totalDocks,executionTime
,260,K3_FULL,13085,3/5/2019 10:25,41.929567,,-87.707857,60647,Kedzie Ave & Milwaukee Ave,,Kedzie Ave & Milwaukee Ave,IN_SERVICE,1,In Service,FALSE,35,3/5/2019 10:27
,261,K3_FULL,13080,3/5/2019 10:26,41.871514,,-87.669886,60612,Hermitage Ave & Polk St,,Hermitage Ave & Polk St,IN_SERVICE,1,In Service,FALSE,15,3/5/2019 10:27
,262,K3_FULL,13414,3/5/2019 10:25,41.827059,On Street,-87.64572,60609,Halsted St & 37th St,,Halsted St & 37th St,IN_SERVICE,1,In Service,FALSE,11,3/5/2019 10:27
,263,K3_FULL,13215,3/5/2019 10:25,41.836208,,-87.613533,60616,Rhodes Ave & 32nd St,,Rhodes Ave & 32nd St,IN_SERVICE,1,In Service,FALSE,10,3/5/2019 10:27
,264,K3_FULL,13048,3/5/2019 10:26,41.886835,,-87.62232,60601,Stetson Ave & South Water St,,Stetson Ave & South Water St,IN_SERVICE,1,In Service,FALSE,19,3/5/2019 10:27
,265,K3_FULL,13346,3/5/2019 10:23,41.822985,,-87.6071,60653,Cottage Grove Ave & Oakwood Blvd,,Cottage Grove Ave & Oakwood Blvd,IN_SERVICE,1,In Service,FALSE,15,3/5/2019 10:27
,267,K3_FULL,13117,3/5/2019 10:24,41.809443,,-87.591875,60615,Lake Park Ave & 47th St,,Lake Park Ave & 47th St,IN_SERVICE,1,In Service,FALSE,15,3/5/2019 10:27
,268,K3_FULL,13328,3/5/2019 10:26,41.911722,,-87.626804,60610,Lake Shore Dr & North Blvd,,Lake Shore Dr & North Blvd,IN_SERVICE,1,In Service,FALSE,39,3/5/2019 10:27
,270,K3_FULL,15498,3/5/2019 10:25,41.75866967,,-87.58688287,60619,Stony Island Ave & 75th St,,Stony Island Ave & 75th St,IN_SERVICE,1,In Service,FALSE,11,3/5/2019 10:27
,271,K3_FULL,13086,3/5/2019 10:24,41.816499,,-87.606582,60653,Cottage Grove Ave & 43rd St,,Cottage Grove Ave & 43rd St,IN_SERVICE,1,In Service,FALSE,11,3/5/2019 10:27
,272,K3_FULL,13219,3/5/2019 10:25,41.838842,,-87.621857,60616,Indiana Ave & 31st St,,Indiana Ave & 31st St,IN_SERVICE,1,In Service,FALSE,11,3/5/2019 10:27
,273,K3_FULL,13150,3/5/2019 10:24,41.857813,,-87.62455,60616,Michigan Ave & 18th St,,Michigan Ave & 18th St,IN_SERVICE,1,In Service,FALSE,23,3/5/2019 10:27
,274,K3_FULL,13304,3/5/2019 10:23,41.861267,,-87.656625,60608,Racine Ave & 15th St,,Racine Ave & 15th St,IN_SERVICE,1,In Service,FALSE,15,3/5/2019 10:27
,275,K3_FULL,13354,3/5/2019 10:27,41.865234,,-87.666507,60608,Ashland Ave & 13th St,,Ashland Ave & 13th St,IN_SERVICE,1,In Service,FALSE,15,3/5/2019 10:27
,276,K3_FULL,13258,3/5/2019 10:24,41.91044,,-87.6972,60647,California Ave & North Ave,,California Ave & North Ave,IN_SERVICE,1,In Service,FALSE,11,3/5/2019 10:27
,277,K3_FULL,13434,3/5/2019 10:26,41.891072,Off Street,-87.666611,60642,Ashland Ave & Grand Ave,,Ashland Ave & Grand Ave,IN_SERVICE,1,In Service,FALSE,15,3/5/2019 10:27
,278,K3_FULL,13417,3/5/2019 10:22,41.830629,On Street,-87.64129,60609,Wallace St & 35th St,,Wallace St & 35th St,IN_SERVICE,1,In Service,FALSE,15,3/5/2019 10:27
,279,K3_FULL,13413,3/5/2019 10:26,41.830661,,-87.647172,60609,Halsted St & 35th St (*),,Halsted St & 35th St (*),IN_SERVICE,1,In Service,FALSE,16,3/5/2019 10:27
,280,K3_FULL,13097,3/5/2019 10:25,41.8378,,-87.65114,60608,Morgan St & 31st St,,Morgan St & 31st St,IN_SERVICE,1,In Service,FALSE,11,3/5/2019 10:27
,281,K3_FULL,13393,3/5/2019 10:24,41.84847,,-87.685109,60608,Western Ave & 24th St,,Western Ave & 24th St,IN_SERVICE,1,In Service,FALSE,7,3/5/2019 10:27
,282,K3_FULL,13161,3/5/2019 10:26,41.864883,,-87.647071,60607,Halsted St & Maxwell St,,Halsted St & Maxwell St,IN_SERVICE,1,In Service,FALSE,15,3/5/2019 10:27
,283,K3_FULL,13032,3/5/2019 10:21,41.878166,,-87.631929,60604,LaSalle St & Jackson Blvd,,LaSalle St & Jackson Blvd,IN_SERVICE,1,In Service,FALSE,35,3/5/2019 10:27
,284,K3_FULL,13340,3/5/2019 10:24,41.87785,,-87.62408,60604,Michigan Ave & Jackson Blvd,,Michigan Ave & Jackson Blvd,IN_SERVICE,1,In Service,FALSE,23,3/5/2019 10:27
,285,K3_FULL,13432,3/5/2019 10:26,41.889587,Off Street,-87.671956,60622,Wood St & Hubbard St,,Wood St & Hubbard St,IN_SERVICE,1,In Service,FALSE,19,3/5/2019 10:27
,286,K3_FULL,13007,3/5/2019 10:24,41.878724,,-87.634793,60606,Franklin St & Quincy St,,Franklin St & Quincy St,IN_SERVICE,1,In Service,FALSE,23,3/5/2019 10:27
,287,K3_FULL,13057,3/5/2019 10:23,41.880317,,-87.635185,60606,Franklin St & Monroe St,,Franklin St & Monroe St,IN_SERVICE,1,In Service,FALSE,27,3/5/2019 10:27
,288,K3_FULL,13184,3/5/2019 10:26,41.918084,Off Street,-87.643749,60614,Larrabee St & Armitage Ave,,Larrabee St & Armitage Ave,IN_SERVICE,1,In Service,FALSE,15,3/5/2019 10:27
,289,K3_FULL,13182,3/5/2019 10:26,41.912133,,-87.634656,60614,Wells St & Concord Ln,Wells St & Concord Ln,Wells St & Concord Ln,IN_SERVICE,1,In Service,FALSE,19,3/5/2019 10:27
,290,K3_FULL,13292,3/5/2019 10:23,41.921525,,-87.707322,60647,Kedzie Ave & Palmer Ct,,Kedzie Ave & Palmer Ct,IN_SERVICE,1,In Service,FALSE,15,3/5/2019 10:27
,291,K3_FULL,13302,3/5/2019 10:24,41.906724,,-87.63483,60610,Wells St & Evergreen Ave,,Wells St & Evergreen Ave,IN_SERVICE,1,In Service,FALSE,19,3/5/2019 10:27
,292,K3_FULL,13317,3/5/2019 10:25,41.957081,,-87.664199,60613,Southport Ave & Clark St,,Southport Ave & Clark St,IN_SERVICE,1,In Service,FALSE,11,3/5/2019 10:27
,293,K3_FULL,13074,3/5/2019 10:26,41.965221,,-87.658139,60640,Broadway & Wilson Ave,,Broadway & Wilson Ave,IN_SERVICE,1,In Service,FALSE,23,3/5/2019 10:27
,294,K3_FULL,13109,3/5/2019 10:24,41.978353,,-87.659753,60640,Broadway & Berwyn Ave,,Broadway & Berwyn Ave,IN_SERVICE,1,In Service,FALSE,15,3/5/2019 10:27
,295,K3_FULL,13108,3/5/2019 10:24,41.973815,,-87.65966,60640,Broadway & Argyle St,,Broadway & Argyle St,IN_SERVICE,1,In Service,FALSE,19,3/5/2019 10:27
,296,K3_FULL,13277,3/5/2019 10:23,41.940106,,-87.645451,60634,Broadway & Belmont Ave,,Broadway & Belmont Ave,IN_SERVICE,1,In Service,FALSE,19,3/5/2019 10:27
,297,K3_FULL,13250,3/5/2019 10:25,41.961507,,-87.671387,60613,Paulina St & Montrose Ave,,Paulina St & Montrose Ave,IN_SERVICE,1,In Service,FALSE,15,3/5/2019 10:27
,298,K3_FULL,13252,3/5/2019 10:24,41.955927,,-87.679259,60618,Lincoln Ave & Belle Plaine Ave,,Lincoln Ave & Belle Plaine Ave,IN_SERVICE,1,In Service,FALSE,15,3/5/2019 10:27
,299,K3_FULL,13127,3/5/2019 10:23,41.94367,,-87.64895,60657,Halsted St & Roscoe St,,Halsted St & Roscoe St,IN_SERVICE,1,In Service,FALSE,15,3/5/2019 10:27
,300,K3_FULL,13137,3/5/2019 10:23,41.937725,,-87.644095,60657,Broadway & Barry Ave,,Broadway & Barry Ave,IN_SERVICE,1,In Service,FALSE,19,3/5/2019 10:27
,301,K3_FULL,13200,3/5/2019 10:23,41.907993,,-87.631501,60610,Clark St & Schiller St,,Clark St & Schiller St,IN_SERVICE,1,In Service,FALSE,19,3/5/2019 10:27
,302,K3_FULL,13211,3/5/2019 10:25,41.928712,,-87.653833,60614,Sheffield Ave & Wrightwood Ave,,Sheffield Ave & Wrightwood Ave,IN_SERVICE,1,In Service,FALSE,31,3/5/2019 10:27
,303,K3_FULL,13278,3/5/2019 10:27,41.945529,,-87.646439,60613,Broadway & Cornelia Ave,,Broadway & Cornelia Ave,IN_SERVICE,1,In Service,FALSE,23,3/5/2019 10:27
,304,K3_FULL,13325,3/5/2019 10:25,41.949074,,-87.648636,60613,Broadway & Waveland Ave,,Broadway & Waveland Ave,IN_SERVICE,1,In Service,FALSE,15,3/5/2019 10:27
,305,K3_FULL,13241,3/5/2019 10:24,41.902893,,-87.687275,60622,Western Ave & Division St,,Western Ave & Division St,IN_SERVICE,1,In Service,FALSE,23,3/5/2019 10:27
,306,K3_FULL,13374,3/5/2019 10:26,41.958494,,-87.654966,60613,Sheridan Rd & Buena Ave,,Sheridan Rd & Buena Ave,IN_SERVICE,1,In Service,FALSE,19,3/5/2019 10:27
,307,K3_FULL,13186,3/5/2019 10:24,41.920771,,-87.663712,60614,Southport Ave & Clybourn Ave,,Southport Ave & Clybourn Ave,IN_SERVICE,1,In Service,FALSE,15,3/5/2019 10:27
,308,K3_FULL,13144,3/5/2019 10:22,41.943403,,-87.679618,60618,Seeley Ave & Roscoe St,,Seeley Ave & Roscoe St,IN_SERVICE,1,In Service,FALSE,11,3/5/2019 10:27
,309,K3_FULL,13286,3/5/2019 10:24,41.917805,,-87.682437,60647,Leavitt St & Armitage Ave,,Leavitt St & Armitage Ave,IN_SERVICE,1,In Service,FALSE,11,3/5/2019 10:27
,310,K3_FULL,13288,3/5/2019 10:25,41.920082,,-87.677855,60647,Damen Ave & Charleston St,,Damen Ave & Charleston St,IN_SERVICE,1,In Service,FALSE,11,3/5/2019 10:27
,311,K3_FULL,13237,3/5/2019 10:23,41.968885,,-87.684001,60625,Leavitt St & Lawrence Ave,,Leavitt St & Lawrence Ave,IN_SERVICE,1,In Service,FALSE,18,3/5/2019 10:27
,312,K3_FULL,13379,3/5/2019 10:25,41.957879,,-87.649519,60613,Clarendon Ave & Gordon Ter,,Clarendon Ave & Gordon Ter,IN_SERVICE,1,In Service,FALSE,15,3/5/2019 10:27
,313,K3_FULL,13147,3/5/2019 10:25,41.925858,,-87.638973,60614,Lakeview Ave & Fullerton Pkwy,,Lakeview Ave & Fullerton Pkwy,IN_SERVICE,1,In Service,FALSE,19,3/5/2019 10:27
,314,K3_FULL,13251,3/5/2019 10:25,41.957921,,-87.673567,60613,Ravenswood Ave & Berteau Ave,,Ravenswood Ave & Berteau Ave,IN_SERVICE,1,In Service,FALSE,15,3/5/2019 10:27
,315,K3_FULL,13255,3/5/2019 10:23,41.912919,,-87.664169,60642,Elston Ave & Wabansia Ave,Formerly Leavitt St & Hirsch St,Elston Ave & Wabansia Ave,IN_SERVICE,1,In Service,FALSE,23,3/5/2019 10:27
,316,K3_FULL,13315,3/5/2019 10:26,41.96325,,-87.679258,60625,Damen Ave & Sunnyside Ave,,Damen Ave & Sunnyside Ave,IN_SERVICE,1,In Service,FALSE,19,3/5/2019 10:27
,317,K3_FULL,13285,3/5/2019 10:24,41.869154,,-87.671045,60612,Wood St & Taylor St,,Wood St & Taylor St,IN_SERVICE,1,In Service,FALSE,23,3/5/2019 10:27
,318,K3_FULL,13321,3/5/2019 10:24,41.954177,,-87.664358,60613,Southport Ave & Irving Park Rd,,Southport Ave & Irving Park Rd,IN_SERVICE,1,In Service,FALSE,15,3/5/2019 10:27
,319,K3_FULL,13294,3/5/2019 10:24,41.932595,,-87.665939,60657,Greenview Ave & Diversey Pkwy,,Greenview Ave & Diversey Pkwy,IN_SERVICE,1,In Service,FALSE,15,3/5/2019 10:27
,320,K3_FULL,13332,3/5/2019 10:26,41.872187,,-87.661501,60607,Loomis St & Lexington St,,Loomis St & Lexington St,IN_SERVICE,1,In Service,FALSE,19,3/5/2019 10:27
,321,K3_FULL,13054,3/5/2019 10:24,41.870769,,-87.625734,60605,Wabash Ave & 9th St,Reloc from Wabash & 8th,Wabash Ave & 9th St,IN_SERVICE,1,In Service,FALSE,18,3/5/2019 10:27
,322,K3_FULL,13397,3/5/2019 10:26,41.799568,,-87.594747,60615,Kimbark Ave & 53rd St,,Kimbark Ave & 53rd St,IN_SERVICE,1,In Service,FALSE,19,3/5/2019 10:27
,323,K3_FULL,13384,3/5/2019 10:23,41.969517,,-87.654691,60640,Sheridan Rd & Lawrence Ave,,Sheridan Rd & Lawrence Ave,IN_SERVICE,1,In Service,FALSE,19,3/5/2019 10:27
,324,K3_FULL,13276,3/5/2019 10:25,41.93132,,-87.638742,60614,Stockton Dr & Wrightwood Ave,,Stockton Dr & Wrightwood Ave,IN_SERVICE,1,In Service,FALSE,15,3/5/2019 10:27
,325,K3_FULL,13392,3/5/2019 10:26,41.973255,,-87.6697,60640,Clark St & Winnemac Ave (Temp),,Clark St & Winnemac Ave (Temp),IN_SERVICE,1,In Service,FALSE,19,3/5/2019 10:27
,326,K3_FULL,13239,3/5/2019 10:24,41.967096,,-87.667429,60640,Clark St & Leland Ave,,Clark St & Leland Ave,IN_SERVICE,1,In Service,FALSE,19,3/5/2019 10:27
,327,K3_FULL,13188,3/5/2019 10:25,41.92154,,-87.653818,60614,Sheffield Ave & Webster Ave,,Sheffield Ave & Webster Ave,IN_SERVICE,1,In Service,FALSE,19,3/5/2019 10:27
,328,K3_FULL,13365,3/5/2019 10:24,41.788746,,-87.601334,60637,Ellis Ave & 58th St,,Ellis Ave & 58th St,IN_SERVICE,1,In Service,FALSE,19,3/5/2019 10:27
,329,K3_FULL,13347,3/5/2019 10:23,41.932588,,-87.636427,60657,Lake Shore Dr & Diversey Pkwy,,Lake Shore Dr & Diversey Pkwy,IN_SERVICE,1,In Service,FALSE,23,3/5/2019 10:27
,330,K3_FULL,13077,3/5/2019 10:26,41.946176,,-87.673308,60657,Lincoln Ave & Addison St,,Lincoln Ave & Addison St,IN_SERVICE,1,In Service,FALSE,19,3/5/2019 10:27
,331,K3_FULL,13176,3/5/2019 10:25,41.909668,,-87.648128,60642,Halsted St & Clybourn Ave (*),,Halsted St & Clybourn Ave (*),IN_SERVICE,1,In Service,FALSE,28,3/5/2019 10:27
,332,K3_FULL,13208,3/5/2019 10:26,41.93314,,-87.64776,60657,Burling St (Halsted) & Diversey Pkwy (Temp),,Burling St (Halsted) & Diversey Pkwy (Temp),IN_SERVICE,1,In Service,FALSE,19,3/5/2019 10:27
,333,K3_FULL,13224,3/5/2019 10:25,41.907066,,-87.667252,60622,Ashland Ave & Blackhawk St,,Ashland Ave & Blackhawk St,IN_SERVICE,1,In Service,FALSE,15,3/5/2019 10:27
,334,K3_FULL,13233,3/5/2019 10:24,41.940775,,-87.639192,60657,Lake Shore Dr & Belmont Ave,,Lake Shore Dr & Belmont Ave,IN_SERVICE,1,In Service,FALSE,19,3/5/2019 10:27
,335,K3_FULL,13345,3/5/2019 10:23,41.831379,,-87.618034,60616,Calumet Ave & 35th St,,Calumet Ave & 35th St,IN_SERVICE,1,In Service,FALSE,15,3/5/2019 10:27
,336,K3_FULL,13422,3/5/2019 10:25,41.809855,Off Street,-87.606755,60653,Cottage Grove Ave & 47th St,,Cottage Grove Ave & 47th St,IN_SERVICE,1,In Service,FALSE,14,3/5/2019 10:27
,337,K3_FULL,13303,3/5/2019 10:26,41.896544,,-87.630931,60654,Clark St & Chicago Ave,,Clark St & Chicago Ave,IN_SERVICE,1,In Service,FALSE,19,3/5/2019 10:27
,338,K3_FULL,13102,3/5/2019 10:24,41.857611,,-87.619407,60616,Calumet Ave & 18th St,,Calumet Ave & 18th St,IN_SERVICE,1,In Service,FALSE,15,3/5/2019 10:27
,339,K3_FULL,13404,3/5/2019 10:25,41.838198,,-87.645143,60616,Emerald Ave & 31st St,,Emerald Ave & 31st St,IN_SERVICE,1,In Service,FALSE,11,3/5/2019 10:27
,340,K3_FULL,13209,3/5/2019 10:23,41.929546,,-87.643118,60614,Clark St & Wrightwood Ave,,Clark St & Wrightwood Ave,IN_SERVICE,1,In Service,FALSE,15,3/5/2019 10:27
,341,K3_FULL,13431,3/5/2019 10:23,41.866095,Off Street,-87.607267,60605,Adler Planetarium,,Adler Planetarium,IN_SERVICE,1,In Service,FALSE,39,3/5/2019 10:27
,342,K3_FULL,13284,3/5/2019 10:24,41.871262,,-87.673688,60612,Wolcott Ave & Polk St,,Wolcott Ave & Polk St,IN_SERVICE,1,In Service,FALSE,23,3/5/2019 10:27
,343,K3_FULL,13297,3/5/2019 10:24,41.928887,,-87.658971,60614,Racine Ave & Wrightwood Ave,,Racine Ave & Wrightwood Ave,IN_SERVICE,1,In Service,FALSE,15,3/5/2019 10:27
,344,K3_FULL,13026,3/5/2019 10:23,41.96909,,-87.674237,60640,Ravenswood Ave & Lawrence Ave,,Ravenswood Ave & Lawrence Ave,IN_SERVICE,1,In Service,FALSE,47,3/5/2019 10:27
,345,K3_FULL,13119,3/5/2019 10:24,41.793242,,-87.587782,60637,Lake Park Ave & 56th St,,Lake Park Ave & 56th St,IN_SERVICE,1,In Service,FALSE,19,3/5/2019 10:27
,346,K3_FULL,13353,3/5/2019 10:24,41.88283,,-87.661206,60607,Ada St & Washington Blvd,,Ada St & Washington Blvd,IN_SERVICE,1,In Service,FALSE,15,3/5/2019 10:27
,347,K3_FULL,13319,3/5/2019 10:26,41.950687,,-87.6687,60613,Ashland Ave & Grace St,,Ashland Ave & Grace St,IN_SERVICE,1,In Service,FALSE,15,3/5/2019 10:27
,348,K3_FULL,13096,3/5/2019 10:25,41.854016,,-87.695445,60608,California Ave & 21st St,,California Ave & 21st St,IN_SERVICE,1,In Service,FALSE,15,3/5/2019 10:27
,349,K3_FULL,13210,3/5/2019 10:24,41.929143,,-87.649077,60614,Halsted St & Wrightwood Ave,,Halsted St & Wrightwood Ave,IN_SERVICE,1,In Service,FALSE,15,3/5/2019 10:27
,350,K3_FULL,13247,3/5/2019 10:23,41.895966,,-87.667747,60622,Ashland Ave & Chicago Ave,,Ashland Ave & Chicago Ave,IN_SERVICE,1,In Service,FALSE,15,3/5/2019 10:27
,351,K3_FULL,13440,3/5/2019 10:25,41.803038,Off Street,-87.606615,60615,Cottage Grove Ave & 51st St,,Cottage Grove Ave & 51st St,IN_SERVICE,1,In Service,FALSE,15,3/5/2019 10:27
,352,K3_FULL,15493,3/5/2019 10:24,41.77351755,,-87.57714283,60649,Jeffery Blvd & 67th St,,Jeffery Blvd & 67th St,IN_SERVICE,1,In Service,FALSE,11,3/5/2019 10:27
,353,K3_FULL,15561,3/5/2019 10:26,42.01256012,,-87.67436712,60626,Clark St & Touhy Ave,,Clark St & Touhy Ave,IN_SERVICE,1,In Service,FALSE,15,3/5/2019 10:27
,354,K3_FULL,15562,3/5/2019 10:23,42.01058656,,-87.66241209,60626,Sheridan Rd & Greenleaf Ave,,Sheridan Rd & Greenleaf Ave,IN_SERVICE,1,In Service,FALSE,15,3/5/2019 10:27
,355,K3_FULL,15494,3/5/2019 10:26,41.773643,,-87.567514,60649,South Shore Dr & 67th St,,South Shore Dr & 67th St,IN_SERVICE,1,In Service,FALSE,15,3/5/2019 10:27
,356,K3_FULL,15495,3/5/2019 10:23,41.76649294,,-87.58646088,60649,Stony Island Ave & 71st St,,Stony Island Ave & 71st St,IN_SERVICE,1,In Service,FALSE,11,3/5/2019 10:27
,359,K3_FULL,15524,3/5/2019 10:25,41.90348607,,-87.64335349,60610,Larrabee St & Division St,,Larrabee St & Division St,IN_SERVICE,1,In Service,FALSE,23,3/5/2019 10:27
,364,K3_FULL,15527,3/5/2019 10:24,41.90021949,,-87.64298547,60610,Larrabee St & Oak St,,Larrabee St & Oak St,IN_SERVICE,1,In Service,FALSE,19,3/5/2019 10:27
,365,K3_FULL,15528,3/5/2019 10:25,41.89936844,,-87.64847988,60642,Halsted St & North Branch St,,Halsted St & North Branch St,IN_SERVICE,1,In Service,FALSE,15,3/5/2019 10:27
,366,K3_FULL,15441,3/5/2019 10:24,41.84163254,,-87.65743495,60608,Loomis St & Archer Ave,,Loomis St & Archer Ave,IN_SERVICE,1,In Service,FALSE,11,3/5/2019 10:27
,367,K3_FULL,15446,3/5/2019 10:25,41.83069611,,-87.65597591,60609,Racine Ave & 35th St,,Racine Ave & 35th St,IN_SERVICE,1,In Service,FALSE,15,3/5/2019 10:27
,368,K3_FULL,15442,3/5/2019 10:25,41.83920868,,-87.66560986,60608,Ashland Ave & Archer Ave,,Ashland Ave & Archer Ave,IN_SERVICE,1,In Service,FALSE,15,3/5/2019 10:27
,369,K3_FULL,15694,3/5/2019 10:23,41.83010465,NA1,-87.67029831,60609,Wood St & 35th St,,Wood St & 35th St,IN_SERVICE,1,In Service,FALSE,11,3/5/2019 10:27
,370,K3_FULL,15546,3/5/2019 10:23,41.85418425,,-87.61915374,60616,Calumet Ave & 21st St,,Calumet Ave & 21st St,IN_SERVICE,1,In Service,FALSE,15,3/5/2019 10:27
,373,K3_FULL,15661,3/5/2019 10:26,41.8954653,,-87.70612788,60622,Kedzie Ave & Chicago Ave,,Kedzie Ave & Chicago Ave,IN_SERVICE,1,In Service,FALSE,11,3/5/2019 10:27
,374,K3_FULL,15662,3/5/2019 10:24,41.89841769,,-87.68659602,60622,Western Ave & Walton St,,Western Ave & Walton St,IN_SERVICE,1,In Service,FALSE,23,3/5/2019 10:27
,375,K3_FULL,15663,3/5/2019 10:23,41.889727,,-87.70103,60612,Sacramento Blvd & Franklin Blvd,,Sacramento Blvd & Franklin Blvd,IN_SERVICE,1,In Service,FALSE,11,3/5/2019 10:27
,376,K3_FULL,15664,3/5/2019 10:23,41.88949182,,-87.68821936,60612,Artesian Ave & Hubbard St,,Artesian Ave & Hubbard St,IN_SERVICE,1,In Service,FALSE,35,3/5/2019 10:27
,377,K3_FULL,15665,3/5/2019 10:24,41.88460329,,-87.70630374,60612,Kedzie Ave & Lake St,,Kedzie Ave & Lake St,IN_SERVICE,1,In Service,FALSE,15,3/5/2019 10:27
,378,K3_FULL,15666,3/5/2019 10:26,41.88445396,,-87.69629814,606012,California Ave & Lake St,,California Ave & Lake St,IN_SERVICE,1,In Service,FALSE,11,3/5/2019 10:27
,381,K3_FULL,15667,3/5/2019 10:25,41.87978771,,-87.68611281,60612,Western Ave & Monroe St,,Western Ave & Monroe St,IN_SERVICE,1,In Service,FALSE,15,3/5/2019 10:27
,382,K3_FULL,15668,3/5/2019 10:27,41.87474885,,-87.68644528,606012,Western Ave & Congress Pkwy,,Western Ave & Congress Pkwy,IN_SERVICE,1,In Service,FALSE,19,3/5/2019 10:27
,383,K3_FULL,15669,3/5/2019 10:26,41.874291,,-87.667246,60612,Ashland Ave & Harrison St,,Ashland Ave & Harrison St,IN_SERVICE,1,In Service,FALSE,23,3/5/2019 10:27
,384,K3_FULL,15591,3/5/2019 10:26,41.80183164,,-87.6452139,60609,Halsted St & 51st St,,Halsted St & 51st St,IN_SERVICE,1,In Service,FALSE,11,3/5/2019 10:27
,385,K3_FULL,15592,3/5/2019 10:25,41.794982,,-87.633124,60609,Princeton Ave & Garfield Blvd,,Princeton Ave & Garfield Blvd,IN_SERVICE,1,In Service,FALSE,11,3/5/2019 10:27
,386,K3_FULL,15593,3/5/2019 10:25,41.79292965,,-87.64499006,60621,Halsted St & 56th St,,Halsted St & 56th St,IN_SERVICE,1,In Service,FALSE,11,3/5/2019 10:27
,388,K3_FULL,15595,3/5/2019 10:25,41.77938114,,-87.64462081,60621,Halsted St & 63rd St,,Halsted St & 63rd St,IN_SERVICE,1,In Service,FALSE,11,3/5/2019 10:27
,390,K3_FULL,15596,3/5/2019 10:23,41.78007963,,-87.62974631,60621,Wentworth Ave & 63rd St,,Wentworth Ave & 63rd St,IN_SERVICE,1,In Service,FALSE,11,3/5/2019 10:27
,391,K3_FULL,15597,3/5/2019 10:25,41.76906172,,-87.64461358,60621,Halsted St & 69th St,,Halsted St & 69th St,IN_SERVICE,1,In Service,FALSE,11,3/5/2019 10:27
,392,K3_FULL,15598,3/5/2019 10:23,41.76929309,,-87.62819593,60621,Perry Ave & 69th St,,Perry Ave & 69th St,IN_SERVICE,1,In Service,FALSE,11,3/5/2019 10:27
,393,K3_FULL,15599,3/5/2019 10:23,41.76550801,,-87.61691793,60619,Calumet Ave & 71st St,,Calumet Ave & 71st St,IN_SERVICE,1,In Service,FALSE,11,3/5/2019 10:27
,394,K3_FULL,15551,3/5/2019 10:24,41.870816,,-87.631246,60605,Clark St & 9th St (AMLI),,Clark St & 9th St (AMLI),IN_SERVICE,1,In Service,FALSE,15,3/5/2019 10:27
,395,K3_FULL,15499,3/5/2019 10:26,41.75712007,,-87.57583936,60649,Jeffery Blvd & 76th St,,Jeffery Blvd & 76th St,IN_SERVICE,1,In Service,FALSE,10,3/5/2019 10:27
